name,CID,rank,similarity_score,similarity_distance,original_name,original_id,MolecularWeight,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,NumHeteroatoms,NumRings,NumSaturatedRings,NumAliphaticRings,FractionCSP3,MolarRefractivity,BertzCT,HeavyAtomCount
Kelevan (Ref: GC-9160),20226,4,0.13837750264653223,6.226608233813651,"2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(Acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-buten-1-yl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naptho[1,8-bc:4,4a-c']difuran-5,10a(8H)-dicarboxylic acid 5-10a-dimethyl ester",5281303,634.8090000000001,5.082700000000003,1.0,4.0,6.0,0.0,63.60000000000001,14.0,6.0,6.0,6.0,0.8823529411764706,123.54979999999998,857.0851272670149,31.0
Gibberellic acid,6466,5,0.10820868125440797,8.241402708244022,"2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(Acetyloxy)octahydro-3,5-dihydroxy-4-methyl-8-[[(2E)-2-methyl-1-oxo-2-buten-1-yl]oxy]-4-[(1aR,2S,3aS,6aS,7S,7aS)-3a,6a,7,7a-tetrahydro-6a-hydroxy-7a-methyl-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-1H,7H-naptho[1,8-bc:4,4a-c']difuran-5,10a(8H)-dicarboxylic acid 5-10a-dimethyl ester",5281303,346.3790000000001,1.0271,3.0,5.0,1.0,0.0,104.06000000000002,6.0,5.0,4.0,5.0,0.6842105263157895,85.17340000000003,752.0000000000002,25.0
Bupirimate (Ref: PP 588),38884,1,0.5212700522017485,0.9183914283511676,"O-[2-(Diethylamino)-6-methyl-4-pyrimidinyl]O,O-dimethyl ester, Phosphorothioic acid",34526,316.4270000000001,1.74462,1.0,6.0,8.0,1.0,84.42,8.0,1.0,0.0,0.0,0.6923076923076923,82.77950000000004,541.6461969464325,21.0
Triazamate (Ref: RH 7988),86306,2,0.48746209711240174,1.0514415498635465,"O-[2-(Diethylamino)-6-methyl-4-pyrimidinyl]O,O-dimethyl ester, Phosphorothioic acid",34526,314.41100000000006,1.7605,0.0,7.0,4.0,1.0,77.32,8.0,1.0,0.0,0.0,0.6923076923076923,80.56000000000004,488.598253759676,21.0
"[(3,5,6-Trichloro-2-pyridinyl)oxy]acetic acid, 2-Butoxyethyl ester",47455,3,0.4814555772029129,1.0770348238764775,"O-[2-(Diethylamino)-6-methyl-4-pyrimidinyl]O,O-dimethyl ester, Phosphorothioic acid",34526,356.63300000000004,3.780500000000002,0.0,5.0,9.0,1.0,57.650000000000006,8.0,1.0,0.0,0.0,0.5384615384615384,81.44800000000004,439.5966868679965,21.0
Methoprotryne (Ref: G 36393),13290,4,0.45793662761797155,1.1837082681104922,"O-[2-(Diethylamino)-6-methyl-4-pyrimidinyl]O,O-dimethyl ester, Phosphorothioic acid",34526,271.39,1.8622,2.0,7.0,8.0,1.0,71.96000000000001,7.0,1.0,0.0,0.0,0.7272727272727273,75.34940000000005,335.89158890169955,18.0
"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",5569,5,0.454211120878503,1.2016193660469403,"O-[2-(Diethylamino)-6-methyl-4-pyrimidinyl]O,O-dimethyl ester, Phosphorothioic acid",34526,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,525.1864862495335,23.0
Fosetyl,6328134,1,0.5880073519133543,0.7006590083372883,"Phosphoramidothioic acid, O,S-Dimethyl ester",4096,108.033,1.1108,0.0,3.0,2.0,0.0,43.370000000000005,4.0,0.0,0.0,0.0,1.0,19.919,68.03910001730775,6.0
(2-Chloroethyl)phosphonic acid,27982,2,0.5571446315569553,0.7948660785000725,"Phosphoramidothioic acid, O,S-Dimethyl ester",4096,144.494,0.4029,2.0,1.0,2.0,0.0,57.53,5.0,0.0,0.0,0.0,1.0,27.631099999999996,74.03910001730775,7.0
Trichloronitromethane,6423,3,0.5242424962321992,0.9075141889242737,"Phosphoramidothioic acid, O,S-Dimethyl ester",4096,164.37500000000003,1.5908,0.0,2.0,0.0,0.0,43.14,6.0,0.0,0.0,0.0,1.0,27.2844,72.52932501298082,7.0
"As,As-Dimethylarsinic acid",2513,4,0.47701028408844476,1.0963908606519375,"Phosphoramidothioic acid, O,S-Dimethyl ester",4096,137.998,0.1109999999999999,1.0,1.0,0.0,0.0,37.3,3.0,0.0,0.0,0.0,1.0,20.3873,46.17389939125684,5.0
Methylarsonic acid,8948,5,0.4358707860574483,1.294257913096747,"Phosphoramidothioic acid, O,S-Dimethyl ester",4096,139.97,-1.0298,2.0,1.0,0.0,0.0,57.53,4.0,0.0,0.0,0.0,1.0,16.7421,46.17389939125684,5.0
Dodemorph,61899,1,0.34888576537811467,1.8662676991599878,Camphechlor (Ref: Hercules 3956),58167,281.4839999999999,4.768900000000005,0.0,2.0,1.0,0.0,12.47,2.0,2.0,2.0,2.0,1.0,86.15700000000008,222.42286534333684,20.0
Dodemorph acetate (Ref: BAS 238F),61898,2,0.3441004794492295,1.9061278891578686,Camphechlor (Ref: Hercules 3956),58167,341.53600000000006,4.859800000000005,1.0,3.0,1.0,0.0,49.77,4.0,2.0,2.0,2.0,0.95,99.46680000000008,290.0,24.0
Tricyclohexylhydroxystannane,6327054,3,0.3174972753548897,2.1496333279780986,Camphechlor (Ref: Hercules 3956),58167,386.18800000000033,5.659400000000007,0.0,0.0,3.0,0.0,31.5,2.0,3.0,3.0,3.0,1.0,89.87280000000005,195.96993759735608,20.0
Captafol (Ref: Ortho-5865),17038,4,0.31167250984435957,2.2084959963243844,Camphechlor (Ref: Hercules 3956),58167,349.0659999999999,3.520900000000002,0.0,3.0,3.0,0.0,37.38,8.0,2.0,1.0,2.0,0.6,74.72900000000003,354.84249102171253,18.0
Cycloxydim (Ref: BAS 517H),91765,5,0.28705155325567716,2.4836947881250406,Camphechlor (Ref: Hercules 3956),58167,325.47400000000005,3.273100000000002,1.0,5.0,6.0,0.0,55.4,5.0,2.0,2.0,2.0,0.7647058823529411,89.48270000000005,397.3192643786829,22.0
"2-[(4-Amino-3,5-dichloro-6-fluoro-2-pyridinyl)oxy]acetic acid 1-methylheptyl ester",54745,1,0.5628435584635767,0.7766926261530859,Isopropalin (Ref: EL-179),36606,367.2480000000001,4.390600000000003,1.0,5.0,9.0,1.0,74.44,8.0,1.0,0.0,0.0,0.6,88.43540000000003,507.2598624205028,23.0
"[(3,5,6-Trichloro-2-pyridinyl)oxy]acetic acid, 2-Butoxyethyl ester",47455,2,0.5620745424926039,0.7791234514293244,Isopropalin (Ref: EL-179),36606,356.63300000000004,3.780500000000002,0.0,5.0,9.0,1.0,57.650000000000006,8.0,1.0,0.0,0.0,0.5384615384615384,81.44800000000004,439.5966868679965,21.0
"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",5569,3,0.5476417053695636,0.8260114052584301,Isopropalin (Ref: EL-179),36606,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,525.1864862495335,23.0
"N-Butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)benzenamine",2319,4,0.546997305925034,0.8281625689342059,Isopropalin (Ref: EL-179),36606,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,531.1864862495335,23.0
"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, Isooctyl ester",18772488,5,0.541742183476007,0.8458964992972317,Isopropalin (Ref: EL-179),36606,353.677,4.997200000000003,1.0,4.0,7.0,1.0,65.21,7.0,1.0,0.0,0.0,0.5714285714285714,87.26790000000003,477.3019445460786,21.0
Bentazone,2328,1,0.6255876696872592,0.5984969788485683,"2,2-Dimethyl-1,3-benzodioxol-4-ol 4-(N-methylcarbamate)",2314,240.284,1.2074999999999998,1.0,3.0,1.0,1.0,66.48,6.0,2.0,0.0,1.0,0.3,60.29000000000003,512.7242215936724,16.0
"5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide",21307,2,0.5639728630572963,0.7731349600386817,"2,2-Dimethyl-1,3-benzodioxol-4-ol 4-(N-methylcarbamate)",2314,235.308,2.620000000000001,1.0,3.0,2.0,1.0,38.33,4.0,2.0,0.0,1.0,0.25,66.18170000000003,395.30630392157553,16.0
"4,5-Dihydro-6-methyl-4-[(E)-(3-pyridinylmethylene)amino]-1,2,4-triazin-3(2H)-one",9576037,3,0.5538474983991388,0.8055511722819674,"2,2-Dimethyl-1,3-benzodioxol-4-ol 4-(N-methylcarbamate)",2314,217.232,0.8166,1.0,4.0,2.0,1.0,69.95,6.0,2.0,0.0,1.0,0.2,60.17770000000002,420.611349374487,16.0
Oxycarboxin (Ref: F 461),21330,4,0.5246131573380233,0.9061664504835729,"2,2-Dimethyl-1,3-benzodioxol-4-ol 4-(N-methylcarbamate)",2314,267.306,1.3016,1.0,4.0,2.0,1.0,72.47,6.0,2.0,0.0,1.0,0.25,67.51050000000004,565.7241423780712,18.0
Benoxacor (Ref: CGA 154281),62306,5,0.5129332602111913,0.9495713722839252,"2,2-Dimethyl-1,3-benzodioxol-4-ol 4-(N-methylcarbamate)",2314,260.12,2.6042000000000005,0.0,2.0,1.0,1.0,29.54,5.0,2.0,0.0,1.0,0.3636363636363636,64.37900000000003,386.7797132583326,16.0
"[(3,5,6-Trichloro-2-pyridinyl)oxy]acetic acid, 2-Butoxyethyl ester",47455,1,0.5396244267773016,0.85314072228367,"Phosphorothioic acid O-[2-(diethylamino)-6-methyl-4-pyrimidinyl] O,O-diethyl ester",31957,356.63300000000004,3.780500000000002,0.0,5.0,9.0,1.0,57.650000000000006,8.0,1.0,0.0,0.0,0.5384615384615384,81.44800000000004,439.5966868679965,21.0
Bupirimate (Ref: PP 588),38884,2,0.5095676526457039,0.9624479591825419,"Phosphorothioic acid O-[2-(diethylamino)-6-methyl-4-pyrimidinyl] O,O-diethyl ester",31957,316.4270000000001,1.74462,1.0,6.0,8.0,1.0,84.42,8.0,1.0,0.0,0.0,0.6923076923076923,82.77950000000004,541.6461969464325,21.0
"2-[(4-Amino-3,5-dichloro-6-fluoro-2-pyridinyl)oxy]acetic acid 1-methylheptyl ester",54745,3,0.5021877897511987,0.9912869655700607,"Phosphorothioic acid O-[2-(diethylamino)-6-methyl-4-pyrimidinyl] O,O-diethyl ester",31957,367.2480000000001,4.390600000000003,1.0,5.0,9.0,1.0,74.44,8.0,1.0,0.0,0.0,0.6,88.43540000000003,507.2598624205028,23.0
"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",5569,4,0.43445665101717734,1.3017256098134002,"Phosphorothioic acid O-[2-(diethylamino)-6-methyl-4-pyrimidinyl] O,O-diethyl ester",31957,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,525.1864862495335,23.0
"N-Butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)benzenamine",2319,5,0.4339497863482664,1.3044140853602126,"Phosphorothioic acid O-[2-(diethylamino)-6-methyl-4-pyrimidinyl] O,O-diethyl ester",31957,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,531.1864862495335,23.0
Codlemone (Ref: BAS 2851),1787910,1,0.5968581712366483,0.6754399088280387,8-dodecenol,5283295,182.307,3.451600000000002,1.0,1.0,8.0,0.0,20.23,1.0,0.0,0.0,0.0,0.6666666666666666,58.74180000000005,130.97373660251156,13.0
2-(Octylsulfanyl)ethan-1-ol,19079,2,0.5745447645131573,0.7405084194742491,8-dodecenol,5283295,190.352,3.0724000000000022,1.0,2.0,9.0,0.0,20.23,2.0,0.0,0.0,0.0,1.0,57.78680000000005,56.43856189774725,12.0
(E)-dec-5-enyl acetate,5363095,3,0.5650635642691497,0.7697124062376853,8-dodecenol,5283295,198.30599999999995,3.4662000000000024,0.0,2.0,8.0,0.0,26.3,2.0,0.0,0.0,0.0,0.75,59.14900000000005,153.42124551085624,14.0
5-decenol (Ref: BAS 287 1),5283292,4,0.5629089785882981,0.7764861425871528,8-dodecenol,5283295,156.26899999999998,2.8954000000000018,1.0,1.0,7.0,0.0,20.23,1.0,0.0,0.0,0.0,0.8,49.60180000000003,82.03910001730776,11.0
1-decanol,8174,5,0.5543030862615091,0.804067169722053,8-dodecenol,5283295,158.285,3.119400000000002,1.0,1.0,8.0,0.0,20.23,1.0,0.0,0.0,0.0,1.0,49.69580000000003,49.05865002596163,11.0
Aldoxycarb,9570093,1,0.6471057224917106,0.5453425386959235,2-Methyl-2-(methylsulfinyl)propanal O-[(methylamino)carbonyl]oxime,9568700,222.266,0.1513999999999999,1.0,5.0,3.0,0.0,84.82999999999998,7.0,0.0,0.0,0.0,0.7142857142857143,52.95550000000003,307.9474732050232,14.0
"N-[[(Methylamino)carbonyl]oxy]ethanimidothioic acid, 2-Cyanoethylester",34476,2,0.6055949501189822,0.6512687231020147,2-Methyl-2-(methylsulfinyl)propanal O-[(methylamino)carbonyl]oxime,9568700,201.251,1.32268,1.0,5.0,3.0,0.0,74.47999999999999,6.0,0.0,0.0,0.0,0.5714285714285714,51.33770000000002,212.6830344844093,13.0
Daminozide,15331,3,0.5080916319955533,0.968148926351048,2-Methyl-2-(methylsulfinyl)propanal O-[(methylamino)carbonyl]oxime,9568700,160.173,-0.556,2.0,3.0,4.0,0.0,69.64,5.0,0.0,0.0,0.0,0.6666666666666666,38.69949999999999,140.11730005192325,11.0
Fosamine (Ref: DPX 1108),33257,4,0.47738750043906236,1.0947343595722152,2-Methyl-2-(methylsulfinyl)propanal O-[(methylamino)carbonyl]oxime,9568700,153.07399999999996,0.2870000000000001,2.0,3.0,3.0,0.0,89.62,6.0,0.0,0.0,0.0,0.6666666666666666,31.0347,140.11730005192325,9.0
Propineb (Ref: BAY 46131),6100711,5,0.46289138999655316,1.1603339824649717,2-Methyl-2-(methylsulfinyl)propanal O-[(methylamino)carbonyl]oxime,9568700,289.79100000000005,0.2152000000000002,2.0,4.0,3.0,0.0,24.06,7.0,0.0,0.0,0.0,0.6,60.52640000000001,142.11730005192325,12.0
N-(2-Chloro-4-pyridinyl)-N'-phenylurea  ,93379,1,0.5357428563012593,0.8665671193526456,Diflubenzuron (Ref: OMS 1804),37123,247.685,3.3790000000000013,2.0,2.0,2.0,2.0,54.02,5.0,2.0,0.0,0.0,0.0,68.33040000000003,494.4565768934733,17.0
Triflumuron (Ref: OMS 2015),47445,2,0.5332242798190151,0.8753834696713663,Diflubenzuron (Ref: OMS 1804),37123,358.70300000000003,4.200500000000002,2.0,3.0,3.0,2.0,67.43,9.0,2.0,0.0,0.0,0.0666666666666666,81.06190000000001,708.4486846444314,24.0
Halauxifen (Ref: X11393729),25181547,3,0.5304419893842408,0.8852202880108374,Diflubenzuron (Ref: OMS 1804),37123,331.13,3.4835000000000003,2.0,4.0,3.0,2.0,85.44,8.0,2.0,0.0,0.0,0.0769230769230769,77.57470000000002,702.4636292732657,21.0
(3-Methylphenyl)carbamic acid 3-[(methoxycarbonyl)amino]phenyl ester,24744,4,0.5211075054412063,0.91898982370889,Diflubenzuron (Ref: OMS 1804),37123,300.314,3.784220000000002,2.0,4.0,3.0,2.0,76.66,6.0,2.0,0.0,0.0,0.125,83.29540000000003,661.243457532804,22.0
Chloroxuron (Ref: C 1983),16115,5,0.5060913014880332,0.9759280530207765,Diflubenzuron (Ref: OMS 1804),37123,290.75,4.225800000000003,1.0,2.0,3.0,2.0,41.57000000000001,5.0,2.0,0.0,0.0,0.1333333333333333,80.67370000000004,555.9922350998435,20.0
Chloroxuron (Ref: C 1983),16115,1,0.5524733989417399,0.8100418986968336,"Benzoyl chloride, (2,4,6-Trichlorophenyl)hydrazone",33246,290.75,4.225800000000003,1.0,2.0,3.0,2.0,41.57000000000001,5.0,2.0,0.0,0.0,0.1333333333333333,80.67370000000004,555.9922350998435,20.0
"2,4-Dichloro-1-(4-nitrophenoxy)benzene",15787,2,0.5138617196498434,0.946048833295895,"Benzoyl chloride, (2,4,6-Trichlorophenyl)hydrazone",33246,284.098,4.693900000000002,0.0,3.0,3.0,2.0,52.370000000000005,6.0,2.0,0.0,0.0,0.0,69.63240000000002,559.0922237419177,18.0
Diclofop (Ref: AE F021079),38687,3,0.4899255774927224,1.0411263382444134,"Benzoyl chloride, (2,4,6-Trichlorophenyl)hydrazone",33246,327.163,4.637600000000003,1.0,3.0,5.0,2.0,55.760000000000005,6.0,2.0,0.0,0.0,0.1333333333333333,80.70380000000004,616.9866120555981,21.0
Pyrifenox (Ref: CGA 179945),6023583,4,0.4861911816316812,1.056804067576774,"Benzoyl chloride, (2,4,6-Trichlorophenyl)hydrazone",33246,295.169,3.981600000000003,0.0,3.0,4.0,2.0,34.480000000000004,5.0,2.0,0.0,0.0,0.1428571428571428,77.94900000000004,561.8471112440811,19.0
Flutolanil (Ref: NNF 136),47898,5,0.47842445315807136,1.090194164196704,"Benzoyl chloride, (2,4,6-Trichlorophenyl)hydrazone",33246,323.314,4.744900000000003,1.0,2.0,4.0,2.0,38.33,6.0,2.0,0.0,0.0,0.2352941176470588,81.60320000000003,668.4328204050574,23.0
"Phosphorothioic acid O-(2,6-dichloro-4-methylphenyl) O,O-dimethyl ester",91664,1,0.6210450257751324,0.6101892109221714,"O,O-Dimethyl O-(3,5,6-trichloro-2-pyridinyl) ester phosphorothioic acid",21803,301.131,4.197920000000002,0.0,4.0,4.0,1.0,27.69,7.0,1.0,0.0,0.0,0.3333333333333333,70.13000000000002,379.0416414150852,16.0
"5-Chloro-2-(3,4,4-trifluorobut-3-ene-1-sulfonyl)-1,3-thiazole",11534927,2,0.6046115541393353,0.6539544988079169,"O,O-Dimethyl O-(3,5,6-trichloro-2-pyridinyl) ester phosphorothioic acid",21803,291.703,3.0379000000000014,0.0,4.0,4.0,1.0,47.03,9.0,1.0,0.0,0.0,0.2857142857142857,54.14380000000002,471.8629162661665,16.0
"1,1-Dichloro-N-[(dimethylamino)sulfonyl]-1-fluoro-N-phenylmethanesulfenamide",14145,3,0.5543736759985699,0.8038374534987474,"O,O-Dimethyl O-(3,5,6-trichloro-2-pyridinyl) ester phosphorothioic acid",21803,333.237,3.006000000000001,0.0,3.0,5.0,1.0,40.620000000000005,9.0,1.0,0.0,0.0,0.3333333333333333,74.66380000000002,452.5098163469098,18.0
Chlorthal-dimethyl (Ref: DAC 893),2943,4,0.5482017105725597,0.8241460774640184,"O,O-Dimethyl O-(3,5,6-trichloro-2-pyridinyl) ester phosphorothioic acid",21803,331.966,3.873400000000001,0.0,4.0,2.0,1.0,52.60000000000001,8.0,1.0,0.0,0.0,0.2,69.16100000000002,425.25497491833937,18.0
Parathion-methyl (Ref: OMS 213),4130,5,0.5180532542581286,0.93030348092695,"O,O-Dimethyl O-(3,5,6-trichloro-2-pyridinyl) ester phosphorothioic acid",21803,263.211,2.4909,0.0,6.0,5.0,1.0,70.83,8.0,1.0,0.0,0.0,0.25,62.027400000000014,384.5514164194121,16.0
"N-[[(Methylamino)carbonyl]oxy]ethanimidothioic acid, 2-Cyanoethylester",34476,1,0.5044578221509072,0.9823262839620569,"3,3-Dimethyl-1-(methylthio)-2-butanone O-[(methylamino)carbonyl]oxime",38235,201.251,1.32268,1.0,5.0,3.0,0.0,74.47999999999999,6.0,0.0,0.0,0.0,0.5714285714285714,51.33770000000002,212.6830344844093,13.0
Aldoxycarb,9570093,2,0.4870036517447419,1.0533726932383252,"3,3-Dimethyl-1-(methylthio)-2-butanone O-[(methylamino)carbonyl]oxime",38235,222.266,0.1513999999999999,1.0,5.0,3.0,0.0,84.82999999999998,7.0,0.0,0.0,0.0,0.7142857142857143,52.95550000000003,307.9474732050232,14.0
N-[3-(Dimethylamino)propyl]carbamic acid propyl ester hydrochloride (1:1),15575641,3,0.4794890906877458,1.085553184464884,"3,3-Dimethyl-1-(methylthio)-2-butanone O-[(methylamino)carbonyl]oxime",38235,224.732,1.4960999999999998,1.0,3.0,6.0,0.0,41.57,5.0,0.0,0.0,0.0,0.8888888888888888,60.06070000000004,122.0,14.0
Propamocarb (Ref: SN 39744),32490,4,0.4579293551639692,1.1837429479530386,"3,3-Dimethyl-1-(methylthio)-2-butanone O-[(methylamino)carbonyl]oxime",38235,188.271,1.0742999999999998,1.0,3.0,6.0,0.0,41.57,4.0,0.0,0.0,0.0,0.8888888888888888,52.81270000000004,122.0,13.0
Propineb (Ref: BAY 46131),6100711,5,0.4373992782202316,1.2862406267997948,"3,3-Dimethyl-1-(methylthio)-2-butanone O-[(methylamino)carbonyl]oxime",38235,289.79100000000005,0.2152000000000002,2.0,4.0,3.0,0.0,24.06,7.0,0.0,0.0,0.0,0.6,60.52640000000001,142.11730005192325,12.0
Kinoprene,6434236,1,0.6965003472154571,0.4357494637266241,Hydroprene (Ref: OMS 1696),5372477,276.42,4.517800000000004,0.0,2.0,9.0,0.0,26.3,2.0,0.0,0.0,0.0,0.6111111111111112,85.15900000000005,359.98977405221547,20.0
(E)-dodec-8-enyl acetate,5363237,2,0.5527153262977662,0.809249630724491,Hydroprene (Ref: OMS 1696),5372477,226.36,4.246400000000003,0.0,2.0,10.0,0.0,26.3,2.0,0.0,0.0,0.0,0.7857142857142857,68.38300000000005,176.47733175670794,16.0
Looplure (Ref: ENT 33266),5363527,3,0.5527153262977661,0.8092496307244912,Hydroprene (Ref: OMS 1696),5372477,226.35999999999996,4.246400000000003,0.0,2.0,10.0,0.0,26.3,2.0,0.0,0.0,0.0,0.7857142857142857,68.38300000000005,176.47733175670794,16.0
Farnesol,445070,4,0.4789652087504194,1.0878343180894439,Hydroprene (Ref: OMS 1696),5372477,222.372,4.397900000000004,1.0,1.0,7.0,0.0,20.23,1.0,0.0,0.0,0.0,0.6,72.49880000000005,259.76289771739914,16.0
Nerolidol,5284507,5,0.47891035898623463,1.08807343845478,Hydroprene (Ref: OMS 1696),5372477,222.372,4.396300000000004,1.0,1.0,7.0,0.0,20.23,1.0,0.0,0.0,0.0,0.6,72.47680000000005,259.76289771739914,16.0
Kinoprene,6434236,1,0.558749585394449,0.7897105002665021,Methoprene (Ref: OMS 1697),5366546,276.42,4.517800000000004,0.0,2.0,9.0,0.0,26.3,2.0,0.0,0.0,0.0,0.6111111111111112,85.15900000000005,359.98977405221547,20.0
(E)-dodec-8-enyl acetate,5363237,2,0.4284819001409272,1.3338208677451744,Methoprene (Ref: OMS 1697),5366546,226.36,4.246400000000003,0.0,2.0,10.0,0.0,26.3,2.0,0.0,0.0,0.0,0.7857142857142857,68.38300000000005,176.47733175670794,16.0
Looplure (Ref: ENT 33266),5363527,3,0.4284819001409272,1.3338208677451744,Methoprene (Ref: OMS 1697),5366546,226.35999999999996,4.246400000000003,0.0,2.0,10.0,0.0,26.3,2.0,0.0,0.0,0.0,0.7857142857142857,68.38300000000005,176.47733175670794,16.0
Mecoprop etexyl,598095,4,0.416606887897771,1.4003443751160078,Methoprene (Ref: OMS 1697),5366546,326.86400000000003,5.1753200000000055,0.0,3.0,9.0,1.0,35.53,4.0,1.0,0.0,0.0,0.6111111111111112,90.54400000000008,455.1061566327445,22.0
"2-(4-Chloro-2-methylphenoxy)acetic acid, 2-Ethylhexyl ester",93128,5,0.4112979374178229,1.4313275341911957,Methoprene (Ref: OMS 1697),5366546,312.837,4.786820000000005,0.0,3.0,9.0,1.0,35.53,4.0,1.0,0.0,0.0,0.5882352941176471,85.94900000000005,427.66449276899925,21.0
Triazophos (Ref: HOE 002960 ),32184,1,0.6633607335132218,0.5074754194507483,Isoxathion (Ref: SL 6711),29307,313.319,2.943600000000001,0.0,7.0,7.0,2.0,58.4,8.0,2.0,0.0,0.0,0.3333333333333333,79.52400000000003,546.7340633597722,20.0
"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile",6336,2,0.5323928866699352,0.8783120981478562,Isoxathion (Ref: SL 6711),29307,288.78200000000004,3.583280000000002,0.0,4.0,6.0,2.0,54.5,5.0,2.0,0.0,0.0,0.4,78.29000000000003,551.085820754861,20.0
(alphaE)-alpha-(Methoxyimino)-2-[(2-methylphenoxy)methyl]benzeneacetic acid methyl ester,86438,3,0.5215628289272756,0.9173145487701843,Isoxathion (Ref: SL 6711),29307,313.353,3.097520000000002,0.0,5.0,6.0,2.0,57.120000000000005,5.0,2.0,0.0,0.0,0.2222222222222222,87.51500000000006,688.6894278558852,23.0
Fenoxycarb (Ref: OMS 3010),51605,4,0.5139990360602064,0.9455289404139403,Isoxathion (Ref: SL 6711),29307,301.34200000000004,3.6038000000000014,1.0,4.0,7.0,2.0,56.790000000000006,5.0,2.0,0.0,0.0,0.2352941176470588,83.47770000000004,548.3519987462447,22.0
Hexaconazole (Ref: PP 523),66461,5,0.5127759670692973,0.9501693999337896,Isoxathion (Ref: SL 6711),29307,314.216,3.662900000000002,1.0,4.0,6.0,2.0,50.94,6.0,2.0,0.0,0.0,0.4285714285714285,79.90580000000004,533.1708830392647,20.0
Tepraloxydim (Ref: BAS 620H),135585373,1,0.4086390507562255,1.4471474230115915,Pyrethrins (cinerin II),5281548,341.8350000000001,2.899000000000002,1.0,5.0,6.0,0.0,64.63,6.0,2.0,2.0,2.0,0.6470588235294118,87.67870000000003,448.26677866967066,23.0
"2-[4-(1,1-Dimethylethyl)phenoxy]cyclohexyl 2-propynyl ester sulfurous acid",4936,2,0.3995262884765457,1.5029642074696798,Pyrethrins (cinerin II),5281548,350.4800000000001,3.9192000000000022,0.0,4.0,6.0,1.0,44.760000000000005,5.0,2.0,1.0,1.0,0.5789473684210527,95.82640000000006,561.5412531717924,24.0
"Carbonic acid, cis-3-(2,5-Dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro[4.5]dec-3-en-4-yl ethyl ester",9969573,3,0.39873970003238307,1.5079017713028988,Pyrethrins (cinerin II),5281548,373.4490000000002,3.645240000000002,1.0,5.0,4.0,1.0,73.86,6.0,3.0,1.0,2.0,0.5238095238095238,101.08170000000004,750.2430314393537,27.0
Tralkoxydim (Ref: PP 604),91746,4,0.38552043676906916,1.5938962104854915,Pyrethrins (cinerin II),5281548,329.4400000000001,3.8326600000000033,1.0,4.0,5.0,1.0,55.4,4.0,2.0,1.0,1.0,0.5,94.72070000000004,626.2738803989519,24.0
Alloxydim,3034433,5,0.3785010423378707,1.642000650310879,Pyrethrins (cinerin II),5281548,323.38900000000007,2.1051,1.0,6.0,7.0,0.0,81.69999999999999,6.0,1.0,1.0,1.0,0.5882352941176471,85.13670000000005,510.1564000692311,23.0
Piperalin (Ref: HSDB 7058),18996,1,0.3987708037222902,1.5077061576865458,Pyrethrins (cinerin I),5281547,330.255,4.414700000000004,0.0,3.0,5.0,1.0,29.54,5.0,2.0,1.0,1.0,0.5625,86.24750000000004,468.9266964125668,21.0
"2-[4-(1,1-Dimethylethyl)phenoxy]cyclohexyl 2-propynyl ester sulfurous acid",4936,2,0.3966541009940606,1.5210882668145504,Pyrethrins (cinerin I),5281547,350.4800000000001,3.9192000000000022,0.0,4.0,6.0,1.0,44.760000000000005,5.0,2.0,1.0,1.0,0.5789473684210527,95.82640000000006,561.5412531717924,24.0
